18,6,2012,7,24,39.643
20,15,12.81,-4,37,5.5
4.80E-02,9.31E-01,4.04E-01,-1.68E-02,5.51E-04,3.49E-04
15,7,2012,5,33,20
19,5,58.67,-5,42,53.66
-3.97E-01,8.59E-01,3.72E-01,-0.015782941,-0.006046631,-0.002643791
19,7,2012,3,34,19
18,58,12.65,-6,0,43.64
-4.57E-01,8.33E-01,3.61E-01,-0.015267543,-0.006897192,-0.003050941
